1730,3302,100,100
1730,3302,100,100
1735,3301,100,100
1736,3301,100,100
1736,3301,100,100
1739,3296,100,100
1742,3291,100,100
1745,3286,100,100
1748,3281,100,100
1751,3276,100,100
1754,3271,100,100
1757,3266,100,100
1758,3265,100,100
1758,3265,100,100
1758,3260,100,100
1759,3255,100,100
1759,3250,100,100
1759,3245,100,100
1759,3245,100,100
1759,3245,100,100
1760,3240,100,100
1761,3238,100,100
1761,3238,100,100
1763,3234,100,100
1763,3234,100,100
1767,3229,100,100
1771,3224,100,100
1774,3219,100,100
1778,3214,100,100
1782,3209,100,100
1786,3204,100,100
1789,3199,100,100
1793,3194,100,100
1797,3189,100,100
1800,3185,100,100
1800,3185,100,100
1805,3180,100,100
1810,3175,100,100
1814,3170,100,100
1819,3165,100,100
1823,3161,100,100
1823,3161,100,100
1825,3160,100,100
1825,3160,100,100
1827,3157,100,100
1827,3157,100,100
1832,3155,100,100
1837,3154,100,100
1842,3152,100,100
1847,3150,100,100
1851,3149,100,100
1851,3149,100,100
1856,3147,100,100
1857,3146,100,100
1857,3146,100,100
1862,3141,100,100
1867,3136,100,100
1872,3131,100,100
1877,3126,100,100
1882,3121,100,100
1883,3120,100,100
1883,3120,100,100
1888,3120,100,100
1893,3119,100,100
1898,3119,100,100
1902,3119,100,100
1902,3119,100,100
1907,3117,100,100
1912,3115,100,100
1917,3113,100,100
1922,3111,100,100
1927,3109,100,100
1932,3106,100,100
1937,3104,100,100
1942,3102,100,100
1947,3100,100,100
1952,3098,100,100
1957,3096,100,100
1957,3096,100,100
1957,3096,100,100
1962,3092,100,100
1967,3087,100,100
1972,3083,100,100
1977,3079,100,100
1982,3074,100,100
1987,3070,100,100
1992,3066,100,100
1997,3061,100,100
2002,3057,100,100
2007,3053,100,100
2008,3052,100,100
2008,3052,100,100
2013,3050,100,100
2013,3050,100,100
2013,3050,100,100
2018,3048,100,100
2019,3047,100,100
2019,3047,100,100
2024,3042,100,100
2029,3037,100,100
2031,3035,100,100
2031,3035,100,100
2036,3031,100,100
2039,3029,100,100
2039,3029,100,100
2044,3027,100,100
2049,3026,100,100
2054,3024,100,100
2059,3022,100,100
2059,3022,100,100
2059,3022,100,100
2060,3021,100,100
2060,3021,100,100
2060,3016,100,100
2060,3011,100,100
2060,3006,100,100
2061,3001,100,100
2061,2996,100,100
2061,2991,100,100
2061,2988,100,100
2061,2988,100,100
2064,2983,100,100
2066,2978,100,100
2068,2974,100,100
2068,2974,100,100
2072,2972,100,100
2072,2972,100,100
2074,2967,100,100
2076,2962,100,100
2079,2957,100,100
2081,2952,100,100
2083,2947,100,100
2085,2942,100,100
2088,2937,100,100
2090,2932,100,100
2092,2927,100,100
2094,2922,100,100
2097,2917,100,100
2099,2912,100,100
2101,2907,100,100
2101,2907,100,100
2101,2907,100,100
2101,2902,100,100
2101,2900,100,100
2101,2900,100,100
2101,2895,100,100
2101,2890,100,100
2101,2885,100,100
2102,2880,100,100
2102,2875,100,100
2102,2870,100,100
2102,2865,100,100
2102,2863,100,100
2102,2863,100,100
2102,2858,100,100
2102,2853,100,100
2102,2848,100,100
2102,2843,100,100
2102,2838,100,100
2102,2833,100,100
2102,2828,100,100
2102,2823,100,100
2102,2818,100,100
2102,2814,100,100
2102,2814,100,100
2101,2809,100,100
2099,2804,100,100
2098,2799,100,100
2097,2797,100,100
2097,2797,100,100
2096,2795,100,100
2096,2795,100,100
2095,2794,100,100
2095,2794,100,100
2090,2793,100,100
2085,2791,100,100
2080,2790,100,100
2080,2790,100,100
2080,2790,100,100
2077,2785,100,100
2073,2780,100,100
2070,2775,100,100
2066,2770,100,100
2065,2768,100,100
2065,2768,100,100
2060,2763,100,100
2055,2758,100,100
2050,2753,100,100
2050,2753,100,100
2050,2753,100,100
2050,2748,100,100
2050,2743,100,100
2050,2738,100,100
2049,2733,100,100
2049,2728,100,100
2049,2723,100,100
2049,2718,100,100
2049,2713,100,100
2049,2708,100,100
2049,2703,100,100
2049,2698,100,100
2048,2693,100,100
2048,2688,100,100
2048,2683,100,100
2048,2679,100,100
2048,2679,100,100
2045,2675,100,100
2045,2675,100,100
2044,2674,100,100
2044,2674,100,100
