2748,735,100,100
2748,735,100,100
2743,736,100,100
2738,736,100,100
2733,737,100,100
2728,737,100,100
2723,738,100,100
2718,738,100,100
2713,739,100,100
2710,739,100,100
2710,739,100,100
2710,744,100,100
2709,749,100,100
2709,754,100,100
2709,759,100,100
2709,764,100,100
2708,769,100,100
2708,774,100,100
2708,774,100,100
2708,774,100,100
2707,779,100,100
2705,784,100,100
2704,789,100,100
2704,789,100,100
2704,789,100,100
2704,794,100,100
2704,799,100,100
2704,804,100,100
2704,809,100,100
2704,814,100,100
2704,815,100,100
2704,815,100,100
2703,820,100,100
2702,823,100,100
2702,823,100,100
2700,827,100,100
2700,827,100,100
2700,832,100,100
2700,835,100,100
2700,835,100,100
2697,840,100,100
2693,845,100,100
2690,850,100,100
2687,855,100,100
2683,860,100,100
2680,865,100,100
2677,870,100,100
2673,875,100,100
2670,880,100,100
2667,885,100,100
2663,890,100,100
2660,895,100,100
2657,900,100,100
2653,905,100,100
2650,910,100,100
2648,913,100,100
2648,913,100,100
2647,914,100,100
2647,914,100,100
2646,919,100,100
2644,924,100,100
2643,929,100,100
2642,932,100,100
2642,932,100,100
2642,937,100,100
2641,942,100,100
2641,947,100,100
2641,952,100,100
2640,957,100,100
2640,962,100,100
2640,967,100,100
2640,972,100,100
2639,977,100,100
2639,982,100,100
2639,987,100,100
2638,992,100,100
2638,997,100,100
2638,1002,100,100
2637,1007,100,100
2637,1012,100,100
2637,1012,100,100
2637,1012,100,100
2634,1017,100,100
2631,1022,100,100
2627,1027,100,100
2624,1032,100,100
2621,1037,100,100
2618,1042,100,100
2614,1047,100,100
2611,1052,100,100
2608,1057,100,100
2605,1062,100,100
2602,1066,100,100
2602,1066,100,100
2597,1066,100,100
2596,1066,100,100
2596,1066,100,100
2595,1068,100,100
2595,1068,100,100
2590,1073,100,100
2585,1078,100,100
2580,1083,100,100
2575,1088,100,100
2570,1093,100,100
2565,1098,100,100
2560,1103,100,100
2556,1107,100,100
2556,1107,100,100
2551,1108,100,100
2547,1109,100,100
2547,1109,100,100
2542,1113,100,100
2537,1117,100,100
2532,1121,100,100
2527,1125,100,100
2522,1129,100,100
2517,1134,100,100
2512,1138,100,100
2507,1142,100,100
2502,1146,100,100
2497,1150,100,100
2492,1154,100,100
2487,1158,100,100
2482,1162,100,100
2477,1166,100,100
2472,1170,100,100
2467,1174,100,100
2462,1179,100,100
2459,1181,100,100
2459,1181,100,100
2459,1186,100,100
2458,1191,100,100
2458,1196,100,100
2458,1201,100,100
2458,1206,100,100
2457,1211,100,100
2457,1215,100,100
2457,1215,100,100
2457,1220,100,100
2457,1221,100,100
2457,1221,100,100
2457,1226,100,100
2457,1231,100,100
2457,1236,100,100
2457,1241,100,100
2457,1246,100,100
2457,1251,100,100
2457,1256,100,100
2458,1261,100,100
2458,1266,100,100
2458,1271,100,100
2458,1276,100,100
2458,1281,100,100
2458,1286,100,100
2458,1291,100,100
2458,1296,100,100
2458,1301,100,100
2458,1306,100,100
2458,1311,100,100
2458,1316,100,100
2458,1321,100,100
2458,1326,100,100
2459,1331,100,100
2459,1336,100,100
2459,1341,100,100
2459,1346,100,100
2459,1351,100,100
2459,1356,100,100
2459,1361,100,100
2459,1366,100,100
2459,1371,100,100
2459,1376,100,100
2459,1381,100,100
2459,1386,100,100
2459,1391,100,100
2459,1396,100,100
2460,1401,100,100
2460,1406,100,100
2460,1411,100,100
2460,1416,100,100
2460,1421,100,100
2460,1426,100,100
2460,1431,100,100
2460,1431,100,100
2460,1431,100,100
2464,1436,100,100
2468,1441,100,100
2472,1446,100,100
2476,1451,100,100
2480,1456,100,100
2484,1461,100,100
2488,1466,100,100
2489,1467,100,100
2489,1467,100,100
2490,1472,100,100
2490,1477,100,100
2491,1482,100,100
2492,1487,100,100
2492,1492,100,100
2493,1497,100,100
2494,1502,100,100
2494,1504,100,100
2494,1504,100,100
2498,1509,100,100
2499,1510,100,100
2499,1510,100,100
2501,1515,100,100
2504,1520,100,100
2506,1525,100,100
2509,1530,100,100
2511,1535,100,100
2514,1540,100,100
2516,1545,100,100
2519,1550,100,100
2519,1550,100,100
2519,1550,100,100
2520,1553,100,100
2520,1553,100,100
2525,1554,100,100
2530,1555,100,100
2535,1556,100,100
2540,1556,100,100
2545,1557,100,100
2550,1558,100,100
2555,1559,100,100
2560,1560,100,100
2565,1561,100,100
2570,1561,100,100
2575,1562,100,100
2579,1563,100,100
2579,1563,100,100
2584,1563,100,100
2589,1564,100,100
2594,1564,100,100
2596,1564,100,100
2596,1564,100,100
2599,1565,100,100
2599,1565,100,100
2603,1569,100,100
2603,1569,100,100
2605,1574,100,100
2608,1579,100,100
2610,1584,100,100
2613,1589,100,100
2615,1594,100,100
2618,1599,100,100
2619,1601,100,100
2619,1601,100,100
2619,1606,100,100
2619,1611,100,100
2619,1616,100,100
2619,1621,100,100
2619,1626,100,100
2619,1631,100,100
2619,1636,100,100
2619,1641,100,100
2619,1646,100,100
2619,1651,100,100
2620,1656,100,100
2620,1661,100,100
2620,1666,100,100
2620,1671,100,100
2620,1676,100,100
2620,1681,100,100
2620,1686,100,100
2620,1691,100,100
2620,1696,100,100
2620,1701,100,100
2620,1706,100,100
2620,1706,100,100
2620,1706,100,100
2622,1711,100,100
2624,1716,100,100
2627,1721,100,100
2629,1726,100,100
2631,1731,100,100
2633,1736,100,100
2635,1741,100,100
2638,1746,100,100
2640,1751,100,100
2642,1756,100,100
2644,1761,100,100
2647,1766,100,100
2649,1771,100,100
2651,1776,100,100
2651,1776,100,100
2651,1776,100,100
2651,1779,100,100
2651,1779,100,100
2653,1784,100,100
2656,1789,100,100
2658,1794,100,100
2661,1799,100,100
2663,1804,100,100
2666,1809,100,100
2668,1814,100,100
2671,1819,100,100
2673,1824,100,100
2676,1829,100,100
2678,1834,100,100
2681,1839,100,100
2683,1844,100,100
2686,1849,100,100
2688,1854,100,100
2689,1855,100,100
2689,1855,100,100
2690,1857,100,100
2690,1857,100,100
2690,1862,100,100
2690,1867,100,100
2690,1872,100,100
2690,1877,100,100
2690,1880,100,100
2690,1880,100,100
2688,1885,100,100
2685,1890,100,100
2683,1894,100,100
2683,1894,100,100
2679,1898,100,100
2679,1898,100,100
2679,1902,100,100
2679,1902,100,100
2678,1907,100,100
2677,1912,100,100
2677,1912,100,100
2677,1912,100,100
2675,1916,100,100
2675,1916,100,100
2674,1917,100,100
2674,1917,100,100
2673,1922,100,100
2673,1923,100,100
2673,1923,100,100
2673,1928,100,100
2673,1933,100,100
2673,1938,100,100
2673,1943,100,100
2673,1947,100,100
2673,1947,100,100
2672,1952,100,100
2672,1956,100,100
2672,1956,100,100
2670,1961,100,100
2669,1966,100,100
2667,1971,100,100
2667,1971,100,100
2667,1971,100,100
2667,1976,100,100
2667,1981,100,100
