2715,3031,100,100
2715,3031,100,100
2720,3027,100,100
2725,3023,100,100
2730,3019,100,100
2735,3015,100,100
2740,3011,100,100
2745,3007,100,100
2750,3003,100,100
2752,3001,100,100
2752,3001,100,100
2757,2996,100,100
2762,2991,100,100
2767,2986,100,100
2771,2982,100,100
2771,2982,100,100
2776,2981,100,100
2781,2981,100,100
2786,2980,100,100
2791,2979,100,100
2796,2979,100,100
2801,2978,100,100
2806,2977,100,100
2811,2977,100,100
2816,2976,100,100
2821,2975,100,100
2826,2975,100,100
2831,2974,100,100
2836,2973,100,100
2841,2973,100,100
2846,2972,100,100
2851,2972,100,100
2856,2971,100,100
2861,2970,100,100
2866,2970,100,100
2871,2969,100,100
2876,2968,100,100
2881,2968,100,100
2886,2967,100,100
2891,2966,100,100
2893,2966,100,100
2893,2966,100,100
2898,2964,100,100
2903,2961,100,100
2908,2959,100,100
2913,2957,100,100
2918,2954,100,100
2923,2952,100,100
2928,2949,100,100
2931,2948,100,100
2931,2948,100,100
2936,2948,100,100
2941,2947,100,100
2946,2947,100,100
2951,2947,100,100
2956,2946,100,100
2961,2946,100,100
2966,2946,100,100
2971,2945,100,100
2975,2945,100,100
2975,2945,100,100
2980,2942,100,100
2985,2940,100,100
2990,2937,100,100
2995,2935,100,100
3000,2932,100,100
3005,2929,100,100
3010,2927,100,100
3015,2924,100,100
3020,2922,100,100
3025,2919,100,100
3030,2916,100,100
3035,2914,100,100
3040,2911,100,100
3045,2909,100,100
3050,2906,100,100
3055,2903,100,100
3060,2901,100,100
3065,2898,100,100
3070,2896,100,100
3075,2893,100,100
3080,2890,100,100
3085,2888,100,100
3090,2885,100,100
3095,2883,100,100
3100,2880,100,100
3105,2877,100,100
3110,2875,100,100
3115,2872,100,100
3120,2870,100,100
3125,2867,100,100
3129,2865,100,100
3129,2865,100,100
3134,2865,100,100
3139,2864,100,100
3144,2864,100,100
3149,2864,100,100
3154,2864,100,100
3159,2863,100,100
3164,2863,100,100
3169,2863,100,100
3174,2863,100,100
3179,2862,100,100
3183,2862,100,100
3183,2862,100,100
3188,2861,100,100
3193,2860,100,100
3196,2859,100,100
3196,2859,100,100
3201,2859,100,100
3203,2859,100,100
3203,2859,100,100
3208,2858,100,100
3213,2857,100,100
3213,2857,100,100
3213,2857,100,100
3218,2855,100,100
3223,2852,100,100
3226,2851,100,100
3226,2851,100,100
3231,2851,100,100
3236,2850,100,100
3238,2850,100,100
3238,2850,100,100
3243,2848,100,100
3248,2845,100,100
3253,2843,100,100
3258,2840,100,100
3263,2838,100,100
3268,2836,100,100
3273,2833,100,100
3278,2831,100,100
3280,2830,100,100
3280,2830,100,100
3285,2827,100,100
3290,2823,100,100
3292,2822,100,100
3292,2822,100,100
3297,2817,100,100
3302,2812,100,100
3307,2807,100,100
3312,2803,100,100
3317,2798,100,100
3322,2793,100,100
3324,2791,100,100
3324,2791,100,100
3325,2790,100,100
3325,2790,100,100
3327,2787,100,100
3327,2787,100,100
3328,2786,100,100
3328,2786,100,100
3333,2784,100,100
3334,2783,100,100
3334,2783,100,100
3339,2783,100,100
3344,2783,100,100
3349,2783,100,100
3354,2783,100,100
3359,2783,100,100
3364,2783,100,100
3369,2783,100,100
3374,2783,100,100
3379,2783,100,100
3384,2783,100,100
3389,2783,100,100
3394,2783,100,100
3399,2783,100,100
3402,2783,100,100
3402,2783,100,100
3404,2782,100,100
3404,2782,100,100
3409,2782,100,100
3414,2782,100,100
3419,2782,100,100
3424,2782,100,100
3429,2782,100,100
3434,2782,100,100
3439,2782,100,100
3444,2782,100,100
3449,2782,100,100
3454,2782,100,100
3459,2782,100,100
3460,2782,100,100
3460,2782,100,100
3465,2782,100,100
3470,2783,100,100
3475,2783,100,100
3480,2783,100,100
3485,2784,100,100
3487,2784,100,100
